Customer_ID,Age,Gender,Location,Customer_Type,Total_Orders,Total_Spend,Avg_Order_Value,Product_Category,Purchase_Frequency,Discount_Used,Customer_Rating,Age_Group
CUST0266,33,Male,Hyderabad,Returning,16,72237.28,4514.83,Electronics,Very High,No,3.9,26-35
CUST0267,43,Female,Kolkata,New,19,40166.19,2114.01,Home & Kitchen,Very High,Yes,4.1,36-45
CUST0268,65,Male,Lucknow,New,4,2363.64,590.91,Beauty,Low,Yes,4.5,56-65
CUST0269,19,Male,Delhi,New,18,41562.18,2309.01,Sports,Very High,Yes,4.3,18-25
CUST0270,18,Female,Hyderabad,New,2,15638.1,7819.05,Fashion,Low,No,4.3,18-25
CUST0271,65,Male,Lucknow,New,1,6511.53,6511.53,Beauty,Low,Yes,3.9,56-65
CUST0272,29,Male,Hyderabad,Returning,15,115452.3,7696.82,Sports,Very High,Yes,4.0,26-35
CUST0273,22,Female,Lucknow,Returning,5,20794.55,4158.91,Fashion,Medium,Yes,3.6,18-25
CUST0274,54,Female,Delhi,Returning,20,26460.4,1323.02,Fashion,Very High,Yes,4.3,46-55
CUST0275,49,Male,Ahmedabad,Returning,11,50706.7,4609.7,Sports,High,No,4.3,46-55
CUST0276,26,Male,Hyderabad,Returning,10,39078.3,3907.83,Fashion,High,No,4.4,26-35
CUST0277,58,Male,Pune,New,2,13665.36,6832.68,Sports,Low,Yes,3.7,56-65
CUST0278,52,Female,Bengaluru,New,3,3706.86,1235.62,Sports,Low,Yes,4.5,46-55
CUST0279,36,Male,Lucknow,New,12,49941.72,4161.81,Home & Kitchen,High,No,4.6,36-45
CUST0280,65,Male,Bengaluru,Returning,20,32507.2,1625.36,Beauty,Very High,Yes,3.3,56-65
CUST0281,33,Female,Jaipur,Returning,5,14675.35,2935.07,Beauty,Medium,No,3.8,26-35
CUST0282,20,Female,Jaipur,New,5,30150.9,6030.18,Beauty,Medium,No,4.6,18-25
CUST0283,37,Male,Delhi,Returning,6,24420.84,4070.14,Fashion,Medium,Yes,3.6,36-45
CUST0284,41,Male,Lucknow,Returning,9,29872.44,3319.16,Electronics,Medium,Yes,4.3,36-45
CUST0285,50,Female,Mumbai,Returning,2,6917.14,3458.57,Fashion,Low,No,4.0,46-55
CUST0286,41,Male,Jaipur,Returning,12,47350.2,3945.85,Home & Kitchen,High,Yes,4.2,36-45
CUST0287,28,Male,Delhi,Returning,3,19162.86,6387.62,Electronics,Low,Yes,4.0,26-35
CUST0288,25,Female,Jaipur,New,20,143812.8,7190.64,Electronics,Very High,Yes,4.4,18-25
CUST0289,53,Male,Jaipur,Returning,12,91980.12,7665.01,Electronics,High,Yes,3.4,46-55
CUST0290,55,Female,Mumbai,New,17,108830.26,6401.78,Beauty,Very High,No,3.5,46-55
CUST0291,57,Male,Hyderabad,Returning,10,28655.5,2865.55,Sports,High,No,4.8,56-65
CUST0292,37,Male,Kolkata,Returning,14,79254.14,5661.01,Sports,High,No,5.0,36-45
CUST0293,52,Male,Ahmedabad,New,17,64294.34,3782.02,Home & Kitchen,Very High,Yes,4.0,46-55
CUST0294,65,Male,Jaipur,Returning,18,43380.54,2410.03,Sports,Very High,Yes,4.9,56-65
CUST0295,42,Male,Jaipur,Returning,19,129324.26,6806.54,Beauty,Very High,No,3.6,36-45
CUST0296,52,Male,Pune,New,17,13399.4,788.2,Home & Kitchen,Very High,Yes,3.7,46-55
CUST0297,42,Female,Ahmedabad,Returning,14,101684.94,7263.21,Home & Kitchen,High,No,4.8,36-45
CUST0298,46,Female,Mumbai,New,9,35649.72,3961.08,Electronics,Medium,Yes,4.4,46-55
CUST0299,35,Female,Bengaluru,Returning,8,42232.08,5279.01,Sports,Medium,No,4.9,26-35
CUST0300,63,Female,Lucknow,Returning,2,10890.3,5445.15,Fashion,Low,No,4.3,56-65
CUST0301,35,Male,Jaipur,Returning,13,93773.94,7213.38,Fashion,High,Yes,3.4,26-35
CUST0302,19,Female,Kolkata,Returning,7,36925.14,5275.02,Beauty,Medium,Yes,4.1,18-25
CUST0303,52,Male,Lucknow,Returning,9,45940.5,5104.5,Fashion,Medium,Yes,4.7,46-55
CUST0304,33,Female,Ahmedabad,Returning,11,10998.79,999.89,Fashion,High,Yes,3.9,26-35
CUST0305,58,Female,Lucknow,New,14,61432.84,4388.06,Home & Kitchen,High,No,3.8,56-65
CUST0306,53,Female,Hyderabad,Returning,4,6505.08,1626.27,Electronics,Low,No,4.3,46-55
CUST0307,50,Female,Jaipur,New,13,78399.75,6030.75,Beauty,High,No,3.7,46-55
CUST0308,21,Female,Lucknow,Returning,2,8683.32,4341.66,Home & Kitchen,Low,No,4.2,18-25
CUST0309,50,Male,Bengaluru,New,5,28008.55,5601.71,Home & Kitchen,Medium,Yes,4.0,46-55
CUST0310,31,Male,Bengaluru,New,11,8938.05,812.55,Home & Kitchen,High,Yes,3.7,26-35
CUST0311,38,Female,Jaipur,Returning,6,6815.64,1135.94,Home & Kitchen,Medium,Yes,4.5,36-45
CUST0312,65,Male,Chennai,New,18,105703.74,5872.43,Home & Kitchen,Very High,No,4.4,56-65
CUST0313,37,Female,Bengaluru,New,10,10406.3,1040.63,Beauty,High,Yes,3.8,36-45
CUST0314,25,Female,Lucknow,New,4,4137.72,1034.43,Beauty,Low,No,4.0,18-25
CUST0315,24,Male,Delhi,New,9,5317.29,590.81,Beauty,Medium,Yes,3.9,18-25
CUST0316,20,Female,Bengaluru,New,6,46042.56,7673.76,Sports,Medium,No,3.6,18-25
CUST0317,34,Female,Ahmedabad,New,2,12062.62,6031.31,Electronics,Low,No,3.1,26-35
CUST0318,50,Female,Chennai,Returning,17,53539.63,3149.39,Fashion,Very High,Yes,3.7,46-55
CUST0319,65,Female,Lucknow,New,5,13620.1,2724.02,Sports,Medium,Yes,3.7,56-65
CUST0320,29,Female,Mumbai,Returning,6,18736.62,3122.77,Fashion,Medium,No,4.1,26-35
CUST0321,39,Female,Pune,New,12,75718.8,6309.9,Electronics,High,Yes,4.2,36-45
CUST0322,39,Female,Mumbai,Returning,10,54602.8,5460.28,Home & Kitchen,High,Yes,3.6,36-45
CUST0323,63,Male,Hyderabad,Returning,6,11333.82,1888.97,Electronics,Medium,No,4.2,56-65
CUST0324,47,Male,Pune,New,8,14446.56,1805.82,Electronics,Medium,Yes,3.5,46-55
CUST0325,55,Female,Hyderabad,Returning,2,2475.94,1237.97,Sports,Low,No,3.9,46-55
CUST0326,55,Male,Pune,Returning,12,65427.24,5452.27,Home & Kitchen,High,No,3.7,46-55
CUST0327,62,Female,Pune,Returning,13,81026.27,6232.79,Fashion,High,Yes,4.4,56-65
CUST0328,25,Female,Delhi,Returning,7,17414.95,2487.85,Sports,Medium,Yes,4.1,18-25
CUST0329,44,Male,Kolkata,New,10,6570.9,657.09,Sports,High,Yes,3.9,36-45
CUST0330,44,Female,Ahmedabad,Returning,13,14511.77,1116.29,Fashion,High,No,3.7,36-45
CUST0331,51,Female,Mumbai,Returning,17,131902.15,7758.95,Fashion,Very High,Yes,3.8,46-55
CUST0332,38,Male,Bengaluru,Returning,14,38021.76,2715.84,Sports,High,No,5.0,36-45
CUST0333,47,Male,Lucknow,New,2,12538.34,6269.17,Beauty,Low,Yes,3.7,46-55
CUST0334,50,Male,Chennai,Returning,11,57034.78,5184.98,Beauty,High,Yes,4.3,46-55
CUST0335,45,Male,Ahmedabad,Returning,1,3364.55,3364.55,Sports,Low,Yes,3.9,36-45
CUST0336,64,Female,Hyderabad,New,19,38810.35,2042.65,Beauty,Very High,Yes,4.2,56-65
CUST0337,50,Male,Delhi,New,4,5641.6,1410.4,Fashion,Low,Yes,4.5,46-55
CUST0338,22,Female,Hyderabad,New,19,97139.4,5112.6,Beauty,Very High,No,3.8,18-25
CUST0339,65,Male,Kolkata,Returning,11,69407.25,6309.75,Fashion,High,Yes,4.4,56-65
CUST0340,36,Male,Chennai,Returning,8,42634.24,5329.28,Beauty,Medium,Yes,5.0,36-45
CUST0341,21,Female,Delhi,Returning,11,49249.97,4477.27,Home & Kitchen,High,Yes,4.3,18-25
CUST0342,52,Female,Hyderabad,Returning,4,3258.52,814.63,Electronics,Low,No,4.9,46-55
CUST0343,34,Male,Kolkata,Returning,17,131982.39,7763.67,Home & Kitchen,Very High,Yes,4.3,26-35
CUST0344,61,Male,Lucknow,New,7,45432.52,6490.36,Fashion,Medium,Yes,3.5,56-65
CUST0345,45,Male,Lucknow,Returning,8,21569.36,2696.17,Fashion,Medium,No,4.2,36-45
CUST0346,47,Male,Hyderabad,Returning,3,23549.34,7849.78,Home & Kitchen,Low,Yes,3.8,46-55
CUST0347,46,Female,Ahmedabad,Returning,2,10028.22,5014.11,Fashion,Low,No,3.7,46-55
CUST0348,63,Male,Chennai,Returning,15,73022.55,4868.17,Beauty,Very High,Yes,4.0,56-65
CUST0349,23,Male,Jaipur,Returning,5,30552.75,6110.55,Electronics,Medium,Yes,3.9,18-25
CUST0350,52,Male,Ahmedabad,Returning,1,6588.27,6588.27,Home & Kitchen,Low,No,3.4,46-55
CUST0351,58,Female,Lucknow,Returning,4,21694.36,5423.59,Beauty,Low,Yes,5.0,56-65
CUST0352,54,Female,Chennai,Returning,15,21910.8,1460.72,Beauty,Very High,No,4.4,46-55
CUST0353,41,Male,Kolkata,Returning,20,60740.2,3037.01,Home & Kitchen,Very High,Yes,4.1,36-45
CUST0354,46,Female,Delhi,New,19,141751.97,7460.63,Sports,Very High,No,4.0,46-55
CUST0355,63,Male,Pune,New,3,6553.86,2184.62,Fashion,Low,No,4.7,56-65
CUST0356,48,Male,Hyderabad,New,20,65825.0,3291.25,Electronics,Very High,Yes,5.0,46-55
CUST0357,52,Female,Mumbai,Returning,11,41146.38,3740.58,Fashion,High,No,4.4,46-55
CUST0358,50,Female,Chennai,New,17,64524.18,3795.54,Electronics,Very High,Yes,4.1,46-55
CUST0359,38,Female,Bengaluru,New,13,66261.65,5097.05,Sports,High,No,4.8,36-45
CUST0360,49,Female,Kolkata,New,11,83303.77,7573.07,Electronics,High,Yes,4.1,46-55
CUST0361,40,Male,Jaipur,New,2,4610.4,2305.2,Beauty,Low,No,4.2,36-45
CUST0362,50,Female,Pune,Returning,9,12701.34,1411.26,Beauty,Medium,Yes,4.6,46-55
CUST0363,20,Male,Bengaluru,New,2,3962.06,1981.03,Electronics,Low,Yes,3.8,18-25
CUST0364,35,Female,Jaipur,Returning,9,64367.46,7151.94,Home & Kitchen,Medium,No,2.9,26-35
CUST0365,42,Male,Mumbai,Returning,9,48092.22,5343.58,Electronics,Medium,No,3.8,36-45
CUST0366,59,Female,Lucknow,Returning,8,21154.4,2644.3,Home & Kitchen,Medium,Yes,4.4,56-65
CUST0367,48,Male,Ahmedabad,New,17,112533.2,6619.6,Electronics,Very High,Yes,4.4,46-55
CUST0368,20,Male,Hyderabad,Returning,1,6960.27,6960.27,Sports,Low,Yes,4.7,18-25
CUST0369,57,Female,Delhi,Returning,11,75337.46,6848.86,Sports,High,Yes,3.8,56-65
CUST0370,63,Male,Jaipur,Returning,8,59135.6,7391.95,Fashion,Medium,Yes,4.9,56-65
CUST0371,41,Male,Pune,Returning,10,23918.1,2391.81,Electronics,High,No,4.1,36-45
CUST0372,49,Male,Chennai,New,7,43139.67,6162.81,Beauty,Medium,Yes,4.3,46-55
CUST0373,64,Male,Lucknow,New,3,11862.15,3954.05,Fashion,Low,No,4.5,56-65
CUST0374,39,Male,Chennai,New,3,20444.97,6814.99,Sports,Low,No,3.2,36-45
CUST0375,40,Male,Pune,Returning,18,107346.24,5963.68,Home & Kitchen,Very High,Yes,3.4,36-45
CUST0376,19,Female,Chennai,New,5,31616.8,6323.36,Fashion,Medium,Yes,3.4,18-25
CUST0377,44,Male,Jaipur,New,12,65054.52,5421.21,Sports,High,Yes,4.6,36-45
CUST0378,59,Female,Kolkata,Returning,12,21968.64,1830.72,Home & Kitchen,High,Yes,3.8,56-65
CUST0379,19,Female,Chennai,New,19,87166.3,4587.7,Sports,Very High,No,5.0,18-25
CUST0380,43,Male,Ahmedabad,New,6,47310.12,7885.02,Sports,Medium,Yes,4.0,36-45
CUST0381,34,Female,Mumbai,Returning,2,15060.82,7530.41,Electronics,Low,No,3.2,26-35
CUST0382,57,Male,Delhi,New,12,9885.6,823.8,Electronics,High,Yes,3.6,56-65
CUST0383,50,Female,Jaipur,Returning,19,32986.09,1736.11,Sports,Very High,Yes,4.1,46-55
CUST0384,26,Male,Bengaluru,Returning,5,7439.85,1487.97,Sports,Medium,Yes,4.3,26-35
CUST0385,60,Male,Pune,Returning,12,71338.2,5944.85,Electronics,High,Yes,3.5,56-65
CUST0386,65,Female,Lucknow,Returning,17,112767.63,6633.39,Sports,Very High,Yes,4.3,56-65
CUST0387,56,Female,Jaipur,Returning,17,35722.78,2101.34,Fashion,Very High,Yes,4.5,56-65
CUST0388,46,Female,Kolkata,Returning,10,42939.0,4293.9,Fashion,High,No,3.6,46-55
CUST0389,59,Male,Lucknow,Returning,17,115689.59,6805.27,Sports,Very High,No,5.0,56-65
CUST0390,43,Female,Ahmedabad,Returning,15,89940.15,5996.01,Electronics,Very High,Yes,3.7,36-45
CUST0391,52,Male,Pune,Returning,12,54801.36,4566.78,Sports,High,Yes,3.5,46-55
CUST0392,42,Male,Lucknow,Returning,16,78841.76,4927.61,Electronics,Very High,Yes,3.2,36-45
CUST0393,41,Male,Chennai,Returning,19,81941.3,4312.7,Home & Kitchen,Very High,Yes,4.7,36-45
CUST0394,30,Female,Jaipur,New,8,21852.88,2731.61,Fashion,Medium,Yes,4.0,26-35
CUST0395,24,Male,Mumbai,New,17,80540.22,4737.66,Home & Kitchen,Very High,Yes,3.7,18-25
CUST0396,53,Male,Pune,New,5,28333.2,5666.64,Beauty,Medium,Yes,3.2,46-55
CUST0397,62,Female,Hyderabad,Returning,16,112798.72,7049.92,Electronics,Very High,Yes,3.8,56-65
CUST0398,37,Male,Ahmedabad,Returning,6,31633.14,5272.19,Home & Kitchen,Medium,Yes,5.0,36-45
CUST0399,18,Male,Delhi,Returning,8,49667.28,6208.41,Fashion,Medium,Yes,2.8,18-25
CUST0400,25,Male,Pune,New,18,30609.72,1700.54,Electronics,Very High,No,3.7,18-25
CUST0401,63,Female,Kolkata,Returning,12,47540.16,3961.68,Beauty,High,Yes,5.0,56-65
CUST0402,33,Male,Jaipur,New,15,8549.85,569.99,Fashion,Very High,Yes,4.7,26-35
CUST0403,31,Male,Chennai,New,9,21150.81,2350.09,Home & Kitchen,Medium,No,3.7,26-35
CUST0404,29,Female,Delhi,Returning,13,77329.98,5948.46,Home & Kitchen,High,No,4.1,26-35
CUST0405,40,Female,Delhi,Returning,15,119078.55,7938.57,Home & Kitchen,Very High,No,4.3,36-45
CUST0406,32,Male,Ahmedabad,Returning,10,12438.4,1243.84,Electronics,High,No,4.1,26-35
CUST0407,45,Female,Lucknow,Returning,16,56179.36,3511.21,Fashion,Very High,Yes,5.0,36-45
CUST0408,51,Female,Kolkata,New,7,45503.71,6500.53,Fashion,Medium,Yes,4.2,46-55
CUST0409,19,Female,Lucknow,Returning,17,34514.59,2030.27,Beauty,Very High,No,4.6,18-25
CUST0410,49,Male,Chennai,Returning,7,32641.98,4663.14,Sports,Medium,Yes,4.1,46-55
CUST0411,40,Female,Delhi,New,14,83972.42,5998.03,Home & Kitchen,High,Yes,2.9,36-45
CUST0412,39,Female,Kolkata,Returning,15,76798.35,5119.89,Electronics,Very High,No,3.3,36-45
CUST0413,42,Male,Kolkata,Returning,7,13371.33,1910.19,Fashion,Medium,Yes,3.5,36-45
CUST0414,39,Male,Bengaluru,Returning,9,28488.42,3165.38,Electronics,Medium,Yes,3.9,36-45
CUST0415,39,Male,Jaipur,Returning,19,121190.36,6378.44,Electronics,Very High,Yes,5.0,36-45
CUST0416,59,Male,Delhi,Returning,16,74507.2,4656.7,Fashion,Very High,Yes,4.2,56-65
CUST0417,23,Female,Delhi,New,8,4313.76,539.22,Fashion,Medium,Yes,3.9,18-25
CUST0418,32,Male,Kolkata,Returning,18,111733.74,6207.43,Electronics,Very High,No,4.7,26-35
CUST0419,60,Male,Lucknow,New,18,13767.12,764.84,Electronics,Very High,No,3.2,56-65
CUST0420,54,Female,Delhi,New,20,121860.0,6093.0,Electronics,Very High,Yes,3.7,46-55
CUST0421,50,Male,Kolkata,New,7,14130.2,2018.6,Electronics,Medium,No,3.6,46-55
CUST0422,25,Female,Delhi,Returning,3,23056.65,7685.55,Electronics,Low,Yes,4.2,18-25
CUST0423,61,Male,Kolkata,Returning,18,58672.08,3259.56,Fashion,Very High,Yes,4.5,56-65
CUST0424,61,Male,Bengaluru,New,10,29519.9,2951.99,Home & Kitchen,High,No,4.3,56-65
CUST0425,22,Male,Jaipur,Returning,7,11316.62,1616.66,Electronics,Medium,No,4.3,18-25
CUST0426,56,Male,Kolkata,Returning,17,47464.51,2792.03,Fashion,Very High,No,3.8,56-65
CUST0427,21,Male,Delhi,New,14,99048.32,7074.88,Fashion,High,No,4.2,18-25
CUST0428,23,Female,Chennai,New,3,23917.53,7972.51,Electronics,Low,No,3.5,18-25
CUST0429,62,Female,Jaipur,Returning,12,39147.84,3262.32,Electronics,High,No,4.4,56-65
CUST0430,49,Male,Bengaluru,New,13,50239.54,3864.58,Fashion,High,Yes,3.7,46-55
CUST0431,47,Female,Kolkata,Returning,2,11831.06,5915.53,Beauty,Low,No,3.4,46-55
CUST0432,64,Female,Chennai,New,3,21439.41,7146.47,Fashion,Low,No,4.0,56-65
CUST0433,52,Female,Kolkata,Returning,5,24739.15,4947.83,Electronics,Medium,No,2.9,46-55
CUST0434,57,Male,Lucknow,Returning,11,37800.84,3436.44,Sports,High,Yes,4.8,56-65
CUST0435,33,Male,Delhi,Returning,8,28757.28,3594.66,Fashion,Medium,Yes,4.4,26-35
CUST0436,30,Male,Pune,Returning,12,68605.68,5717.14,Fashion,High,No,4.2,26-35
CUST0437,59,Female,Ahmedabad,Returning,7,3668.98,524.14,Sports,Medium,Yes,3.1,56-65
CUST0438,47,Female,Mumbai,Returning,15,77203.8,5146.92,Beauty,Very High,No,3.6,46-55
CUST0439,36,Male,Lucknow,Returning,17,53825.4,3166.2,Fashion,Very High,Yes,4.0,36-45
CUST0440,34,Male,Chennai,New,4,25825.92,6456.48,Home & Kitchen,Low,Yes,3.9,26-35
CUST0441,36,Female,Lucknow,Returning,13,15566.59,1197.43,Electronics,High,No,3.1,36-45
CUST0442,45,Female,Hyderabad,New,18,88407.36,4911.52,Electronics,Very High,Yes,3.3,36-45
CUST0443,43,Female,Kolkata,Returning,1,4107.3,4107.3,Home & Kitchen,Low,Yes,3.8,36-45
CUST0444,54,Female,Kolkata,New,16,85079.04,5317.44,Electronics,Very High,No,3.3,46-55
CUST0445,43,Male,Mumbai,Returning,13,12823.2,986.4,Fashion,High,No,4.8,36-45
CUST0446,40,Female,Mumbai,New,10,48498.8,4849.88,Sports,High,Yes,4.3,36-45
CUST0447,26,Female,Hyderabad,Returning,12,56533.56,4711.13,Sports,High,No,3.6,26-35
CUST0448,29,Male,Delhi,Returning,2,9409.9,4704.95,Fashion,Low,Yes,4.6,26-35
CUST0449,18,Female,Ahmedabad,Returning,3,15078.48,5026.16,Home & Kitchen,Low,Yes,4.5,18-25
CUST0450,18,Female,Pune,Returning,10,55735.1,5573.51,Home & Kitchen,High,Yes,4.2,18-25
CUST0451,64,Male,Pune,New,2,13074.84,6537.42,Sports,Low,No,4.0,56-65
CUST0452,51,Female,Bengaluru,Returning,13,32807.58,2523.66,Fashion,High,Yes,3.8,46-55
CUST0453,49,Female,Bengaluru,Returning,13,86942.31,6687.87,Electronics,High,Yes,3.7,46-55
CUST0454,65,Female,Delhi,New,18,76264.56,4236.92,Electronics,Very High,Yes,3.3,56-65
CUST0455,42,Male,Bengaluru,Returning,3,3233.82,1077.94,Fashion,Low,No,4.8,36-45
CUST0456,57,Male,Bengaluru,New,7,6573.91,939.13,Fashion,Medium,Yes,3.7,56-65
CUST0457,62,Female,Hyderabad,New,14,42095.06,3006.79,Beauty,High,No,4.0,56-65
CUST0458,18,Male,Hyderabad,Returning,20,127734.6,6386.73,Beauty,Very High,No,3.5,18-25
CUST0459,33,Female,Bengaluru,New,17,98729.37,5807.61,Fashion,Very High,Yes,3.9,26-35
CUST0460,56,Female,Lucknow,Returning,12,76975.32,6414.61,Fashion,High,Yes,5.0,56-65
CUST0461,22,Male,Jaipur,Returning,16,70072.32,4379.52,Electronics,Very High,Yes,3.6,18-25
CUST0462,39,Male,Jaipur,New,12,45617.88,3801.49,Sports,High,No,4.8,36-45
CUST0463,46,Male,Delhi,Returning,15,24088.35,1605.89,Sports,Very High,Yes,4.0,46-55
CUST0464,20,Male,Pune,New,10,29614.5,2961.45,Sports,High,Yes,4.4,18-25
CUST0465,29,Female,Mumbai,Returning,7,26286.05,3755.15,Sports,Medium,Yes,4.7,26-35
CUST0466,43,Female,Delhi,New,20,23290.0,1164.5,Electronics,Very High,No,4.1,36-45
CUST0467,33,Female,Bengaluru,New,5,10772.95,2154.59,Electronics,Medium,Yes,3.8,26-35
CUST0468,54,Female,Hyderabad,Returning,1,4986.69,4986.69,Home & Kitchen,Low,Yes,3.9,46-55
CUST0469,39,Male,Kolkata,Returning,17,102296.99,6017.47,Sports,Very High,No,3.9,36-45
CUST0470,46,Female,Lucknow,Returning,3,23962.83,7987.61,Electronics,Low,No,5.0,46-55
CUST0471,31,Female,Chennai,Returning,13,97478.55,7498.35,Electronics,High,No,3.2,26-35
CUST0472,45,Female,Hyderabad,Returning,14,74469.36,5319.24,Beauty,High,Yes,3.0,36-45
CUST0473,22,Female,Jaipur,Returning,18,65868.48,3659.36,Electronics,Very High,Yes,3.1,18-25
CUST0474,64,Male,Hyderabad,Returning,4,21085.32,5271.33,Fashion,Low,Yes,3.5,56-65
CUST0475,47,Female,Lucknow,New,18,115063.02,6392.39,Beauty,Very High,Yes,4.4,46-55
CUST0476,63,Male,Mumbai,Returning,5,6937.6,1387.52,Fashion,Medium,Yes,4.4,56-65
CUST0477,22,Male,Bengaluru,Returning,16,57188.64,3574.29,Electronics,Very High,No,3.7,18-25
CUST0478,29,Male,Kolkata,New,1,6798.52,6798.52,Beauty,Low,Yes,4.0,26-35
CUST0479,33,Female,Jaipur,Returning,14,47302.5,3378.75,Home & Kitchen,High,Yes,3.4,26-35
CUST0480,43,Female,Jaipur,Returning,15,71835.6,4789.04,Sports,Very High,No,3.4,36-45
CUST0481,43,Female,Ahmedabad,Returning,9,44174.43,4908.27,Fashion,Medium,Yes,4.3,36-45
CUST0482,65,Female,Pune,Returning,15,28253.55,1883.57,Electronics,Very High,Yes,4.6,56-65
CUST0483,38,Female,Mumbai,New,17,54685.09,3216.77,Beauty,Very High,Yes,3.7,36-45
CUST0484,56,Female,Jaipur,New,4,12035.32,3008.83,Home & Kitchen,Low,Yes,4.9,56-65
CUST0485,53,Male,Pune,New,12,8357.76,696.48,Electronics,High,No,4.5,46-55
CUST0486,50,Male,Jaipur,Returning,5,3407.2,681.44,Beauty,Medium,Yes,4.9,46-55
CUST0487,47,Male,Bengaluru,New,5,33688.65,6737.73,Electronics,Medium,Yes,3.8,46-55
CUST0488,54,Female,Pune,Returning,11,28028.33,2548.03,Fashion,High,No,4.8,46-55
CUST0489,40,Female,Lucknow,New,6,26313.54,4385.59,Electronics,Medium,No,5.0,36-45
CUST0490,27,Male,Ahmedabad,New,7,19183.08,2740.44,Fashion,Medium,No,3.8,26-35
CUST0491,22,Male,Bengaluru,Returning,14,105771.26,7555.09,Fashion,High,No,3.9,18-25
CUST0492,53,Female,Lucknow,Returning,11,26892.03,2444.73,Home & Kitchen,High,Yes,3.5,46-55
CUST0493,51,Male,Kolkata,New,13,48391.59,3722.43,Beauty,High,Yes,3.4,46-55
CUST0494,48,Female,Mumbai,Returning,2,14090.96,7045.48,Sports,Low,Yes,3.4,46-55
CUST0495,27,Female,Mumbai,Returning,7,47701.5,6814.5,Electronics,Medium,Yes,3.6,26-35
CUST0496,36,Male,Chennai,New,20,37915.2,1895.76,Electronics,Very High,No,4.2,36-45
CUST0497,49,Male,Chennai,New,4,26079.28,6519.82,Electronics,Low,No,3.6,46-55
CUST0498,18,Female,Pune,Returning,8,31491.2,3936.4,Electronics,Medium,Yes,4.1,18-25
CUST0499,22,Female,Mumbai,Returning,20,82445.4,4122.27,Home & Kitchen,Very High,Yes,4.1,18-25
CUST0500,62,Female,Pune,New,19,28520.9,1501.1,Beauty,Very High,Yes,3.7,56-65
CUST0501,21,Female,Chennai,Returning,13,14358.63,1104.51,Beauty,High,No,4.0,18-25
CUST0502,33,Male,Kolkata,Returning,14,83433.56,5959.54,Fashion,High,No,3.7,26-35
CUST0503,41,Male,Jaipur,Returning,10,42234.6,4223.46,Fashion,High,No,3.8,36-45
CUST0504,33,Female,Lucknow,Returning,11,41540.18,3776.38,Home & Kitchen,High,No,3.6,26-35
CUST0505,19,Female,Hyderabad,Returning,2,11942.62,5971.31,Electronics,Low,No,4.0,18-25
CUST0506,45,Male,Pune,Returning,9,56172.15,6241.35,Home & Kitchen,Medium,No,3.7,36-45
CUST0507,49,Female,Kolkata,Returning,17,28760.77,1691.81,Sports,Very High,No,3.4,46-55
CUST0508,44,Female,Lucknow,Returning,3,15230.07,5076.69,Fashion,Low,Yes,4.3,36-45
CUST0509,37,Male,Mumbai,Returning,6,9090.96,1515.16,Beauty,Medium,Yes,4.3,36-45
CUST0510,41,Male,Jaipur,Returning,5,30676.55,6135.31,Home & Kitchen,Medium,Yes,4.6,36-45
CUST0511,29,Female,Lucknow,New,5,27135.8,5427.16,Electronics,Medium,Yes,3.4,26-35
CUST0512,52,Male,Ahmedabad,Returning,15,115119.15,7674.61,Home & Kitchen,Very High,No,3.7,46-55
CUST0513,50,Male,Chennai,Returning,17,17292.23,1017.19,Fashion,Very High,Yes,4.1,46-55
CUST0514,50,Male,Lucknow,Returning,9,8351.19,927.91,Electronics,Medium,No,3.7,46-55
CUST0515,60,Female,Hyderabad,Returning,3,7849.2,2616.4,Home & Kitchen,Low,Yes,4.3,56-65
CUST0516,54,Female,Kolkata,Returning,20,49255.8,2462.79,Sports,Very High,Yes,4.3,46-55
CUST0517,29,Female,Jaipur,New,17,39989.78,2352.34,Fashion,Very High,No,4.3,26-35
CUST0518,20,Male,Bengaluru,Returning,10,72969.1,7296.91,Fashion,High,Yes,4.8,18-25
CUST0519,18,Female,Lucknow,Returning,3,7114.8,2371.6,Sports,Low,Yes,4.4,18-25
CUST0520,50,Female,Delhi,New,18,45713.16,2539.62,Beauty,Very High,Yes,4.1,46-55
CUST0521,57,Female,Hyderabad,New,18,111518.82,6195.49,Beauty,Very High,No,3.9,56-65
CUST0522,27,Female,Hyderabad,Returning,17,65841.85,3873.05,Fashion,Very High,Yes,3.9,26-35
CUST0523,60,Male,Delhi,New,3,18975.99,6325.33,Sports,Low,No,3.4,56-65
CUST0524,61,Female,Ahmedabad,New,3,2970.75,990.25,Electronics,Low,No,3.0,56-65
CUST0525,46,Male,Bengaluru,Returning,6,24940.68,4156.78,Home & Kitchen,Medium,No,4.3,46-55
CUST0526,30,Female,Chennai,Returning,13,9777.3,752.1,Electronics,High,No,4.7,26-35
CUST0527,29,Male,Kolkata,Returning,15,14548.5,969.9,Home & Kitchen,Very High,Yes,3.8,26-35
CUST0528,48,Male,Jaipur,Returning,9,65684.52,7298.28,Fashion,Medium,Yes,4.9,46-55
CUST0529,63,Male,Kolkata,New,4,6177.36,1544.34,Fashion,Low,No,3.9,56-65
CUST0530,19,Female,Bengaluru,Returning,14,62904.24,4493.16,Fashion,High,Yes,2.9,18-25
CUST0531,52,Male,Kolkata,Returning,5,17916.1,3583.22,Electronics,Medium,Yes,4.5,46-55
